review,sentiment
"I was interested in the topic, and only fans of Drew Barrymore's dancing on David Letterman's desk will find anything remotely interesting in it. OK, she shows some breast (or maybe a body double does). The plot is slashed to bits and the acting is horrible. Neither lead has any material to work with, as the direction of the film leads nowhere. Don't waste your time. See Donnie Darko instead if you want a creepy Drew Barrymore film, and if you want to see another, skip this and see Darko again.<br /><br />The treatment of the Doppelganger legend is absolutely criminal as well. Refer to Charles Williams' novel ""Descent Into Hell"" for something worth considering instead. This is just an excuse to make a B film to go straight to video and suck some life out of people at Blockbuster.<br /><br />What makes any of these people think the acting here was praiseworthy? Give me a break.",0
"This movie had a good story, but was brought down because it didn't have enough horror film elements and violence. It was like watching a live action cartoon. It would of been better if this story is what they planned from the start of the first movie so they could of played seeds for where the series was going.",0
"""I thought I'd be locked away in a padded cell and they'd throw away the key"" (Thus is a paraphrased snatch of dialogue from ""State of Mind"".<br /><br />One wonders in what tangled forest Paula Milne and her co-writer found the magic mushrooms they must have eaten, to create this feeble ""whodunnit"" and bring such rubbish to our screens. A padded cell should indeed be left available.<br /><br />Niamh Cusack did her best, (as did the other actors) but surely her talent deserves a better vehicle than this. The height of absurdity has been reached, and this particular ""State of Mind"" is best buried and forgotten, and certainly not just ""placed in a box and locked away in a drawer"".",0
"I think the biggest failing something can have is to be boring. Bad is actually better than boring. This thing has no breath. It does have the interesting fact of taking place in Cambodia. How many American made films of the 30's take place in Cambodia. Nevertheless, the conflict there is a little hard to figure out. Even the troop movements are a little confusing. What drags it to a resounding halt is the love story. Why those two guys are so totally transfixed on the dippy blonde I don't know. I thought he should continue to use his Zombies (such as they are) and forget all about her. The movie just plods along. The perfect microcosm is where one of the principle characters follows a Cambodian priest through the water to get to the secret place where the hieroglyphics (or whatever) that explain how to turn people into zombies is kept. I thought they would never get there. One guy takes two steps. He stops. He looks around. The other guy hides behind some columns. He takes two steps. He stops. He looks around. The other guy hides behind some bushes. This is the movie in a nutshell. Then there is the bad acting and insipid dialogue. I actually have a lot of patience when it comes to B movies. This one is insufferable. By the way, a more apt title would be Revolt of the Hypnotized.",0
"This motion picture comes straight out of the dark dungeon of Full Moon Entertainment. This production company gained fame and fortune during the first half of the 90's by producing terribly bad and cheesy horror movies. The most famous disasters in their ouvre are ""Subspecies"", ""Seedpeople"" and ""Trancers"". None of these are recommended and neither is Doctor Mordrid, actually. Hyperactive director Charles Band did come to the right company for his film. Doctor Mordrid is amazingly dumb and cheesy and almost completely humourless. I only saw it because it stars Jeffrey Combs. I learned that it can have several disadvantages if you're a fan of him. For every good movie, it seems like he has made 5 inferior ones. Anyways, the story is about the battle between 2 ancient sorcerers. One good one who's here since 150 years to protect the humans ( Jeffrey as Dr.Mordrid ) and one wicked one called Kabal. He wants to destroy every form of human life for some reason I already forgot. Combs gets his instructions from mentor. That ""guy"" only exists of a pair of eyes in space. Very very cheesy, that is ! Every once and a while a blinding lightflash is shown on the screen but that's about the only form of Special effects this movie has got. The whole thing is just a piece of whining and nagging and when the two wizards finally face each other, it's over before you know it...I would have expected for the wicked wizard to at least fight back a little, but nooooooo.... In some scenes, you really can detect some originality and creativity ( like for example Jeffrey's lecture about the influence of the moon on criminals ) and if you really pay attention, you might even find some very small but nice aspects ( like the raven which is called Edgar Allen) but overall, it's a terrible waste of time and energy. I'm a big fan of Jeffrey and maybe he is a superhero in my eyes...but he sure doesn't have to put on a stupid maillot for that.",0
"The only reason i am bothering to comment on this movie is to save you all 97 minutes of your life and maybe your money.<br /><br />I bought it ex-rental for £3.00, it looked interesting, so i took a chance.<br /><br />Within minutes of turning it on i realised i'd made a mistake. The entire cast should be stored away until winter and then thrown on the nearest log fire, where they could meet more of their kind.<br /><br />As for the Devin Hamilton (Writer and Director), he should just be shot, sadly this should have been done before he made this rubbish.<br /><br />Avoid this film, If you see it in the shops run away.<br /><br />1/10",0
"Now that's it's 2008, who really has a care in the world about a guy like DB Sweeney, even back then he wasn't a big deal.<br /><br />Two Tickets to Paradise is an outlined story that's well and true where three friends hit the road under each of their personal circumstances. Again, a proved plot. The problem with this film, other than it's 'so bad it's compelling' title, is the script.<br /><br />Cliché after cliché three guys do the same things you've seen in every other road movie... and blow up vanna white's house.<br /><br />John C. McGinley's acting job is superb, especially compared to that of the late DB Sweeney's. (His career is dead, hence the late. though i hear he's moving to TV, good for him). Also, John C likely has the least awful character in the film.<br /><br />The score is so generic it actually feels like you're watching a third rate film from 1993, or Jeff Anderson's movie Now You Know (also set me back a few years, but at least that was more entertaining.) I mean, yah, i guess i enjoyed parts of it. But, the nerdy guy is annoying, DB tries to be this cool failed guitar player (with some rough influences, like some of the worst of classic rock) who has some strange relationship with a stripper, and John C is a gambler who's wife and kid leave him after the death of his father as well as a visit from one of his bookie's henchmen.<br /><br />I keep thinking up ways to make this movie better. But i think burning the script would have been a healthy start.<br /><br />But, as i've hinted this whole time, it's not the worst movie ever. And any chance i have to see McGinley in a starring role, i'll take it. Hopefully he starts getting some better projects.",0
"What a nasty cynical film. Apparently this sad excuse for a dramatic urban look at what 20 year olds do whilst crawling through the gutter of Sydney nightlife is supposed to be somehow connecting with its target market. Made by some Industry nobody and pals who seemingly thought they could cobble together any sleazy behavior with a young cast and pour it into multiplexes, SAMPLE PEOPLE deservedly failed miserably at the Australian box office. It is so offensive in its clichéd depictions of obvious and easy targets it was fully rejected by the very audience it was intended. Shoddy and cruel and with no attempt to offer quality or resonance to the young audience who might have been attracted by the marketing or casting SAMPLE PEOPLE might have been interesting or even informative if not botched by its exploitive view of 'what teens want to see in a movie'. The character played by Ben Mendelsohn is particularly offensive and Kylie Minogue is again wasted by poor material and untalented film makers. It is as if the producers thought teens would watch any ugly trash and just slung-together scenes and characters who were shallow and soul less. Well the were very wrong. A mini budget film made in 1983 called GOING DOWN got this topic right and is an excellent antidote to this poison.",0
"If you go see this movie you'll be holding a grudge against the movie theatre, the director, the producer, the actors and the person that told you to go see it! Shame on you, Sarah Michelle Geller, for putting your name and face to this poor excuse of a movie. It may have been more scary if the Japanese actors would have just spoken in Japanese instead of attempting to 'act' in English. I wanted to boo when the movie ended...a true disappointment after all of the hype on TV and movie trailers promoting this lame money maker. Sarah Michelle really didn't have to act at all to make this movie...she just practiced her frowning skills. Don't waste your time or money on this film.",0
"I had to watch this movie for professional reasons and can only say it's a complete waste of time. When running, Baldwin looks like an ape, Characters are dull, same story has been told 1000 times better in other movies. I think everything has been now said about this film, but IMDb requires me to write 10 lines. So:Boring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivialBoring and trivial",0
"As much as I like Japanese movies this one didn't just cut it... A movie that is supposed to be about rebels and the survival of a royal blood line turned out to be a very slow paced movie with a doubtful plot.<br /><br />The photography is OK, though I've seen much better sword fight scenes in other Japanese movies, the fast cameras and the way they followed the characters didn't convince me at all. The soundtrack is so weak you don't even notice its presence.But worst of all was the way the plot evolved.I have to admit that, at some times, I had a hard time understanding who was who and what was going on...Anyway the platonic love between the main character and another one was completely unnecessary and seemed to come from a Hollywood influence.<br /><br />All in all, if your looking for an action Japanese movie this isn't it. Its very slow, with very few sword fight scenes and very sentimental... in a bad way...",0
"When this show began it was fairly interesting: we got to see what crab boat fisherman had to go through during the crab-catching season. Soon after, however, it lost focus on the fishing and focused almost entirely on the drama in the lives of the fisherman. Episodes became nothing more than 'the captain doesn't like the new greenhorn' (this one happens way too often), 'someone is injured or sick', 'a fisherman gets word of some problem at home and is frustrated that he is stuck on a boat', repeat. I don't know how people can find the newest seasons watchable, as every episode seems to be essentially the same as those before and after it. This show should be moved to a different channel and renamed to ""Crab Boat Drama"", or, even better, it would have made a perfect one-time segment on Dirtiest Jobs. <br /><br />Shouldn't the Discovery Channel have learned their lesson after American Choppers?",0
"Family Guy is easily one of the worst shows I've ever forced myself to watch (Not at THE bottom, though - I've seen The Jersey Shore). A popular hit with high school and college kids who mistake immaturity for edginess, this show is unoriginal and stale.<br /><br />As this has been dubbed a comedy show, let's take a look at its ""humor."" 1. Random flashbacks/cuts to celebrities or movies or politics or anything that can be cut to for a knee-jerk laugh. It got old after the 5 or so repetitions per episode. Simple solution: Every time you hear ""This is worse than/like the time..."", plug your ears.<br /><br />2. Inappropriateness for its own sake. This show is notorious for inserting inappropriate gags that have little to do with the overall plot. Solution: Watch South Park. They did it right.<br /><br />The bottom line is that Family Guy is not worth your time, and doesn't hold a candle to The Simpsons.",0
"It takes an eternity for this typically over-simplistic and idiotic Stephen King-based film to finally get out of the starting blocks. About half-an-hour is spent on needless introductions to various boring characters and their irrelevant little personal problems that might excite bored housewives and apathetic pensioners in soapy dramas, but this is supposed to be the horror genre (or so I naively thought). The mutt fails to look all that fearsome, which Leonard Maltin, the notoriously clueless/hopeless and always grinning film critic, would disagree with: he considers Cujo to be ""genuinely frightening"". (I often do have to wonder if Maltin is genuinely thick - or merely likes to do favors for his Hollywood friends...) It's both illogical and inconsistent the way Wallace survives an attack with only a leg injury. And, naturally, her car breaks down just when she needs it to save her life: this is one of the oldest horror-film clichés; trust King to use it to minimum effect. The premise is imbecilic, too banal, even for a horror film: a rabid mutt attacks a family. Is that it? This sort of thing barely constitutes a 3-minute sub-sub-plot in your average zombie film. I think even Cujo must have sensed that he was starring in a turkey. Mutts have terrible agents... But what I really don't understand is how people can actually throw themselves at the ""Cujo"" book and read it from cover to cover? These SK fans must be immortal: that's the only explanation, i.e. why they treat time as such a meaningless commodity.<br /><br />Bodycount: 3.",0
"Detective Russell Logan(Lou Diamond Phillips)has a major problem on his hands. The serial killer, Patrick Channing(Jeff Kober), for whom psychic extraordinaire Tess(Tracy Griffith)helped him capture, has been resurrected with The First Power(..given to him by Satan after his execution in the gas chamber)and can possess the bodies of the weak. Somehow, Russell, who joins forces with Tess(..who has an understanding of what they are up against), will have to stop Channing or many women will continue to die at his bloody hands. They will seek help from Sister Marguerite(Elizabeth Arlen)who has tried to inform her superiors in the Catholic church of The First Power, but has been denied access to a weapon that can stop Channing..a cross with a blade that can penetrate the heart of Channing ridding the world of his evil. She'll take it anyway and lend a helping hand to Russell, who'll need all the help he can get when Channing kidnaps Tess preparing her for some sort of Satanic ritual/ceremony.<br /><br />In the film, Mykelti Williamson, always a reliable welcome supporting actor, gets the partner of Russell role..so you know what will happen to him. As in films of this type, everyone around Russell is dying, but when he attempts to kill Channing, he's merely murdering the weak host of some other poor soul he possesses.<br /><br />Pure occult rubbish..stupid from the gate to the finish line. Phillips and Griffith try, I'll give them that, but in a flick like this they don't stand a chance. Kober, who is normally often always effective as the heavy, is really handed nothing more than a goofy villain who leaps in the air and tosses rotten quips.",0
"After I couldn't ignore the hype about the show, I started watching season one and it struck me as really good and I was hooked.... for about 5 episodes, then it started to spiral downwards. Why? First, Ethan Suplee is scripted to act as a complete idiot confirming that very obviously by spewing out semi-random stuff in great expectations of it somehow becoming the next best joke.<br /><br />Jaime Pressly's got stunning looks, but if she thinks stretching lips to explore parts of the face to which they normally never go to and making strange grimaces to accentuate everything she says is hilarious, she's way off track. Maybe she thought her character would be too flat, faded and she wanted to make it colorful and spicy, but made a flood of colors, overkill of spices and screams out loud for attention and it hurts my eyes, ears and intellect.<br /><br />I really, really wanted to love this show, like I said, the premise is great, (comes from the same shelf as The Fabulous Destiny of Amelie Poulain) and Jason Lee is doing a pretty good job here, along with some of the other actors but there is no way no how I would get 'sucked in' and forget that this is just a show, because Pressly's and Suplee's surreal, extreme characters abruptly wake me when they show up. It's worth to note that their characters and acting would be fine if this wasn't a 70 something-part series and if they didn't get that much screen time.",0
"I'll be honest, this is one of the worst movies ever. If not, then it's VERY close. Ever seen a bad teen soap opera. Well this is like one of those. Except worse. For example: (POSSIBLY SPOILER) girl: I wanna go somewhere else.<br /><br />guy: all we need is here.<br /><br />girl: but I wanna take myself somewhere different.<br /><br />guy: I'll take YOU somewhere else.<br /><br />... Proceeding this line they have sex. The music is bad pop and bad punk rock. If you've EVER read the book, avoid this movie like the plague. They completely change the personalities of the characters and the events. Additionally, they just get rid of things. Also, the movie ends about before the book finishes. It is an AWFUL movie. So, if you haven't read the book, don't watch it. If you HAVE read the book, burn it (the movie). If you like stupid teen soap operas that are lower quality than your average low quality teen soap opera, go for it. Then again, should we expect anything different from MTV?",0
"Thank God I have fast-forward. I think this is a movie about a guy who rises and falls. Whatever: It's a stupid cliché. It doesn't make any difference. There's this guy, javier Bardem, who constructs buildings or something. It doesn't matter. He is handsome, this Javier Bardem. Who cares? I think there is a car wreck but I watched this in fast-forward, so ...who cares? Car wrecks and handsome heroes who struggle back from them smells like a melodrama to me. Javier likes someone , but he marries Maria de Madeiros instead.She is magnificently, poetically beautiful, with a heart-shaped face. Then Javier has an oral-interface with Maribel Verdu, who washes her vulva, beforehand, for some reason. You would think Maribel Verdu, with her hand-washed vulva would be sexy. No, she is not. This is a tedious story about a bunch of people who don't interest me. Javier, Maribel, and Maria have a threesome: How boring. This film is annoying. I think this might be a minor THEME of (some) Spanish-language movies: The rise and predictable fall of a little guy who succeeds against the odds. Let me just clear this up: this is a high-class melodrama or perhaps soap opera. It is not worth your time, except for a laugh.",0
"Just caught ""The Rain People"" on Turner Classic Movies late one night. The film was released in 1969. Shirley Knight stars as Natalie, a Long Island housewife who -- exact reasons unknown -- leaves her husband and embarks on a road trip, not knowing exactly where she is going. Natalie is also newly pregnant, which complicates things. Along the way, she picks up a brain-damaged ex-football player ""Jimmy"" (James Caan), who has been kicked out of his college and is hitchhiking. There are many twists and turns along the way between these two, as Natalie struggles to take care of Jimmy and she begins to realize he is mentally limited and cannot take care of himself. She is going through her own struggles, needless to say, and in no position to care for him. Natalie appears to be a woman on the edge of a nervous breakdown at times; she makes some odd phone calls to her husband, who begs her to come home. Natalie tries to dump Jimmy several times, only to have him re-enter her life through circumstances. A young Robert Duvall plays a strange and troubled cop who befriends Natalie. You get the sense all along that this film is going to end badly, and it does. This film is certainly uneven at times, and the script is somewhat lacking. Francis Ford Coppola directed this, and of course he would soon become immensely famous in the next few years for directing ""The Godfather."" The actors are good ones, needless to say, as they all would have futures ahead of them in film. Shirley Knight is the least known of the three, although she is also underrated as an actor. James Caan is especially effective here and he seems to just inhabit this character. This film remains little more than a curiosity now, no doubt because it is an early movie of Coppola's, and I confess I had never heard of it. So God bless Turner Classic Movies for bringing it to a new audience.",0
"This movie is awful, I'm SORRY. I bought this to get Star Worms, and actually expected this to be better after how disappointed I was in Star Worms. Oh just kidding, turns out this is the worst movie I've ever seen. The acting is garbage, not that there really is any, and the main character is a big stupid box who gets attacked by like, stuff or something. I can't really tell. The special effects are so bad that you can't even see the warring dinosaurs, which by the way do not war, but just stand and kind of move their mouths, or whatever those things are. The movie is a headache. It's very obvious the director is trying to establish a universe. Hahahahahahahaha... Really, this movie is just abominable, even by Troma's standards. The only good thing I can say about it is that it's got a Lloyd Kaufman intro, as he tricks us yet again into watching something that isn't fit for consumption.",0
"This film was terrible. I have given it the high score of 2 as I have seen worse, but very few.<br /><br />From the clichéd start of having the end of the film at the start and going back to the start at the end this film used everything in the box of tricks used in film making just for the sake of it, like a kid with too many toys. There was the endless, boring repetitive narration, slow motion, freeze frame, flashbacks and merged images etc - none of which made a dull film any better.<br /><br />It is called ""16 years of alcohol"", but there was little drinking or drunkeness and no depiction of withdrawal with the film jumping about all over the place with no coherent sense. The story was badly written and extremely pretentious and the direction was equally poor and it is a shame that people have put up further money for more films by Mr Jobson, previously know for being in a rubbish group and on TV making as much sense as this film does.<br /><br />I found it a major struggle to see this to the end but in the hope of it getting better I carried on to the bitter but it really was a waste of time and I would have been better off not bothering.",0
This movie was absolutely terrible. I can't believe I paid to see it in the theatre. I wouldn't watch it on free cable t.v. I'm surprised that Joe Magtena even made it. Do not waste your time with this movie.,0
"I wasn't so impressed with this film, finding it quite tiresome and plain. The plot line was interesting, a kid creating his own college and enrolling hundreds of kids, but the laughs were few and far between. The jokes weren't really funny and i didn't bust a gut at any of the scenes. The characters weren't intriguing and I didn't feel for any of them, even the dawky, fat kid with glasses who tried to enter the frat group. It was a good first watch, but it didn't blow me away and its not one that I would recommend. Comparing it to other films in the same genre, ie, American Pie is just cruel, because there is a film which was laugh-a-plenty. This ACCEPTED failed to raise a smile!",0
"Not really worth a review, but I suppose it's my duty to warn you all - especially since there are some pretty good reviews of this Canadian bomb floating around out there... Bad acting and a slow moving, absolutely atrociously boring 'coming of age' tale in which 3 boys lives are turned upside down when a man on the run shows up at their clubhouse in the woods. At firs the boys make good with the intruder and at one point even view him as some sort of a role model... However all this changes... and you still won't care. You will recognize Chris Penn, whose biggest cinematic impact is Corky Romano, and a young Devon Sawa, whose career peaked at 'Casper'. I was hoping for a '12 and Holding', 'The War', or 'Lie' and all I got was a waste of time. This film struggles to keep it's audiences attention and never makes an impact or maintains a note of anything remotely interesting.",0
"William Lustig's followup to ""Maniac"" proves conclusively that, without Tom Savini's spectacular effects and Spinell's convincing performance, ""Maniac"" would never have become the cult hit that it did. ""Vigilante"" is badly directed, with a simple-minded script that spells everything out for you and is predictable at every turn, and also mediocre performances by all the actors. Judging from the sense of ""deja vu"" this film gave me, Lustig had watched ""Death Wish"" several times too many before making this! (*1/2)",0
"What could have been an excellent hostage movie was totally ruined by what apparently looks like a bored director ... there were so many directions that the movie could have taken ... a vampire slash-fest was not one of these!!! The last 45 mins. or so results in the movie being an absolutely ridiculous waste of time. ...and sex machine?? ... you gotta be kidding me! The acting talents of the likes of Juliette Lewis and Harvey Keitel (not to mention George Clooney) are completely wasted in this nonsensical movie. <br /><br />The director... Robert Rodriguez, known for his other gory flicks including el mariachi, desperado, once upon a time in Mexico, and the very recent sin city ... really holds your attention with the well executed first half ... which leads you to believe that you are in for an entertaining time ... but then apparently for no reason, and without any provocation, the madness starts ... there's even feeble attempts at parody and comedy ... truly exasperating!!",0
"I bought this DVD set, sight unseen, and wish I hadn't. The script needed some serious rewriting as it seems to be completely devoid of any feeling and pales in comparison to the book. The lighting is horrid, very unpolished, but if it was just that I could overlook it. The script doesn't focus enough on the characters...there is hardly an introduction to various characters making it a tad difficult to distinguish who is who(especially in the planes--no idea who dies when).<br /><br />I have long felt that the key to a good film is in getting the audience to care about the characters; if you don't have that you don't have anything. There was no focus on the characters at all--you never got to know them--who they were, what they liked..what made them do the things that they do. The series is 5 hours long and split up into 6 parts...I bet you are wondering what they did with all this time if they didn't detail the characters---they put a lot of filler in it....I will say at least an entire hour is spent watching them land and take off in their planes LOL (I mean do we really need to see that over and over again???). I would have given this a much higher rating had they just improved our knowledge of the characters.",0
